[11:19:29; 00000] LOG STARTED!
   at UnityEngine.GameObject.AddComponent(System.Type componentType) in C:\buildslave\unity\build\artifacts\generated\common\runtime\GameObjectBindings.gen.cs:line 352
   at UnityEngine.GameObject.AddComponent() in C:\buildslave\unity\build\artifacts\generated\common\runtime\GameObjectBindings.gen.cs:line 357
   at Dbg.get_Instance() in C:\Users\gta3\Documents\ggj17\Assets\_Scripts\Misc\Dbg.cs:line 35
   at Dbg.Log(UnityEngine.Object p_object, System.String message, StackTraceLogType p_type) in C:\Users\gta3\Documents\ggj17\Assets\_Scripts\Misc\Dbg.cs:line 52
   at Dbg.Log(System.String message, System.Object[] args) in C:\Users\gta3\Documents\ggj17\Assets\_Scripts\Misc\Dbg.cs:line 76
   at GameInfo.Internal_CurrentGamePhaseChange() in C:\Users\gta3\Documents\ggj17\Assets\_Scripts\GameFlow\GameInfo.cs:line 125
   at GameInfo.set_currentGamePhase(GamePhase value) in C:\Users\gta3\Documents\ggj17\Assets\_Scripts\GameFlow\GameInfo.cs:line 32
   at GameInfo.Awake() in C:\Users\gta3\Documents\ggj17\Assets\_Scripts\GameFlow\GameInfo.cs:line 95

[11:19:29; 00000] GAME PHASE CHANGED TO PreGame
   at Dbg.Log(UnityEngine.Object p_object, System.String message, StackTraceLogType p_type) in C:\Users\gta3\Documents\ggj17\Assets\_Scripts\Misc\Dbg.cs:line 53
   at Dbg.Log(System.String message, System.Object[] args) in C:\Users\gta3\Documents\ggj17\Assets\_Scripts\Misc\Dbg.cs:line 76
   at GameInfo.Internal_CurrentGamePhaseChange() in C:\Users\gta3\Documents\ggj17\Assets\_Scripts\GameFlow\GameInfo.cs:line 125
   at GameInfo.set_currentGamePhase(GamePhase value) in C:\Users\gta3\Documents\ggj17\Assets\_Scripts\GameFlow\GameInfo.cs:line 32
   at GameInfo.Awake() in C:\Users\gta3\Documents\ggj17\Assets\_Scripts\GameFlow\GameInfo.cs:line 95

[11:19:29; 00000] Button down: False

[11:19:29; 00001] Button down: False

[11:19:29; 00002] Button down: False

[11:19:29; 00002] Button down: False

[11:19:29; 00002] Button down: False

[11:19:29; 00002] Button down: False

[11:19:29; 00003] Button down: False

[11:19:29; 00004] Button down: False

[11:19:29; 00005] Button down: False

[11:19:30; 00006] Button down: False

[11:19:30; 00008] Button down: False

[11:19:30; 00009] Button down: False

[11:19:30; 00010] Button down: False

[11:19:30; 00011] Button down: False

[11:19:30; 00012] Button down: False

[11:19:30; 00014] Button down: False

[11:19:30; 00015] Button down: False

[11:19:30; 00016] Button down: False

[11:19:30; 00017] Button down: False

[11:19:30; 00018] Button down: False

[11:19:30; 00020] Button down: False

[11:19:30; 00021] Button down: False

[11:19:30; 00022] Button down: False

[11:19:30; 00023] Button down: False

[11:19:30; 00024] Button down: False

[11:19:30; 00026] Button down: False

[11:19:30; 00027] Button down: False

[11:19:30; 00028] Button down: False

[11:19:30; 00029] Button down: False

[11:19:30; 00030] Button down: False

[11:19:30; 00032] Button down: False

[11:19:30; 00033] Button down: False

[11:19:30; 00034] Button down: False

[11:19:30; 00035] Button down: False

[11:19:30; 00036] Button down: False

[11:19:30; 00038] Button down: False

[11:19:30; 00039] Button down: False

[11:19:30; 00040] Button down: False

[11:19:30; 00041] Button down: False

[11:19:30; 00043] Button down: False

[11:19:30; 00044] Button down: False

[11:19:30; 00045] Button down: False

[11:19:30; 00046] Button down: False

[11:19:30; 00047] Button down: False

[11:19:30; 00049] Button down: False

[11:19:30; 00050] Button down: False

[11:19:30; 00051] Button down: False

[11:19:30; 00052] Button down: False

[11:19:30; 00053] Button down: False

[11:19:30; 00055] Button down: False

[11:19:30; 00056] Button down: False

[11:19:30; 00057] Button down: False

[11:19:30; 00058] Button down: False

[11:19:30; 00059] Button down: False

[11:19:30; 00061] Button down: False

[11:19:30; 00062] Button down: False

[11:19:30; 00063] Button down: False

[11:19:30; 00064] Button down: False

[11:19:30; 00065] Button down: False

[11:19:31; 00067] Button down: False

[11:19:31; 00068] Button down: False

[11:19:31; 00069] Button down: False

[11:19:31; 00070] Button down: False

[11:19:31; 00072] Button down: False

[11:19:31; 00073] Button down: False

[11:19:31; 00074] Button down: False

[11:19:31; 00075] Button down: True

[11:19:31; 00076] Button down: False

[11:19:31; 00078] Button down: False

[11:19:31; 00079] Button down: False

[11:19:31; 00080] Button down: False

[11:19:31; 00081] Button down: False

[11:19:31; 00082] Button down: False

[11:19:31; 00084] Button down: False

[11:19:31; 00085] Button down: False

[11:19:31; 00086] Button down: False

[11:19:31; 00087] Button down: False

[11:19:31; 00088] Button down: False

[11:19:31; 00090] Button down: False

[11:19:31; 00091] Button down: False

[11:19:31; 00092] Button down: False

[11:19:31; 00093] Button down: False

[11:19:31; 00094] Button down: False

[11:19:31; 00096] Button down: False

[11:19:31; 00097] Button down: False

[11:19:31; 00098] Button down: False

[11:19:31; 00099] Button down: False

[11:19:31; 00100] Button down: False

[11:19:31; 00102] Button down: True

[11:19:31; 00103] Button down: False

[11:19:31; 00104] Button down: False

[11:19:31; 00105] Button down: False

[11:19:31; 00107] Button down: False

[11:19:31; 00108] Button down: False

[11:19:31; 00109] Button down: False

[11:19:31; 00110] Button down: False

[11:19:31; 00111] Button down: False

[11:19:31; 00113] Button down: False

[11:19:31; 00114] Button down: True

[11:19:31; 00115] Button down: False

[11:19:31; 00116] Button down: False

[11:19:31; 00117] Button down: False

[11:19:31; 00119] Button down: True

[11:19:31; 00120] Button down: False

[11:19:31; 00121] Button down: False

[11:19:31; 00122] Button down: False

[11:19:31; 00123] Button down: True

[11:19:31; 00125] Button down: False

[11:19:31; 00126] Button down: False

[11:19:32; 00127] Button down: False

[11:19:32; 00128] Button down: False

[11:19:32; 00129] Button down: False

[11:19:32; 00131] Button down: False

[11:19:32; 00132] Button down: False

[11:19:32; 00133] Button down: False

[11:19:32; 00134] Button down: False

[11:19:32; 00135] Button down: False

[11:19:32; 00137] Button down: False

[11:19:32; 00138] Button down: True

[11:19:32; 00139] Button down: False

[11:19:32; 00140] Button down: False

[11:19:32; 00142] Button down: False

[11:19:32; 00143] Button down: False

[11:19:32; 00144] Button down: False

[11:19:32; 00145] Button down: False

[11:19:32; 00146] Button down: False

[11:19:32; 00148] Button down: True

[11:19:32; 00149] Button down: False

[11:19:32; 00150] Button down: False

[11:19:32; 00151] Button down: False

[11:19:32; 00152] Button down: False

[11:19:32; 00154] Button down: False

[11:19:32; 00155] Button down: False

[11:19:32; 00156] Button down: True

[11:19:32; 00157] Button down: False

[11:19:32; 00158] Button down: False

[11:19:32; 00160] Button down: False

[11:19:32; 00161] Button down: False

[11:19:32; 00162] Button down: False

[11:19:32; 00163] Button down: False

[11:19:32; 00164] Button down: True

[11:19:32; 00166] Button down: False

[11:19:32; 00167] Button down: False

[11:19:32; 00168] Button down: False

[11:19:32; 00169] Button down: False

[11:19:32; 00170] Button down: False

[11:19:32; 00172] Button down: True

[11:19:32; 00173] Button down: False

[11:19:32; 00174] Button down: False

[11:19:32; 00175] Button down: False

[11:19:32; 00177] Button down: False

[11:19:32; 00178] Button down: False

[11:19:32; 00179] Button down: True

[11:19:32; 00180] Button down: False

[11:19:32; 00181] Button down: False

[11:19:32; 00183] Button down: False

[11:19:32; 00184] Button down: False

[11:19:32; 00185] Button down: False

[11:19:32; 00186] Button down: False

[11:19:33; 00187] Button down: True

[11:19:33; 00189] Button down: False

[11:19:33; 00190] Button down: False

[11:19:33; 00191] Button down: False

[11:19:33; 00192] Button down: False

[11:19:33; 00193] Button down: False

[11:19:33; 00195] Button down: False

[11:19:33; 00196] Button down: True

[11:19:33; 00197] Button down: False

[11:19:33; 00198] Button down: False

[11:19:33; 00199] Button down: False

[11:19:33; 00201] Button down: False

[11:19:33; 00202] Button down: False

[11:19:33; 00203] Button down: False

[11:19:33; 00204] Button down: True

[11:19:33; 00206] Button down: False

[11:19:33; 00207] Button down: False

[11:19:33; 00208] Button down: False

[11:19:33; 00209] Button down: False

[11:19:33; 00210] Button down: False

[11:19:33; 00212] Button down: True

[11:19:33; 00213] Button down: False

[11:19:33; 00214] Button down: False

[11:19:33; 00215] Button down: False

[11:19:33; 00216] Button down: False

[11:19:33; 00218] Button down: False

[11:19:33; 00219] Button down: False

[11:19:33; 00220] Button down: True

[11:19:33; 00221] Button down: False

[11:19:33; 00222] Button down: False

[11:19:33; 00224] Button down: False

[11:19:33; 00225] Button down: False

[11:19:33; 00226] Button down: False

[11:19:33; 00227] Button down: True

[11:19:33; 00228] Button down: False

[11:19:33; 00230] Button down: False

[11:19:33; 00231] Button down: False

[11:19:33; 00232] Button down: False

[11:19:33; 00233] Button down: False

[11:19:33; 00234] Button down: False

[11:19:33; 00236] Button down: True

[11:19:33; 00237] Button down: False

[11:19:33; 00238] Button down: False

[11:19:33; 00239] Button down: False

[11:19:33; 00241] Button down: True

[11:19:33; 00242] Button down: False

[11:19:33; 00243] Button down: False

[11:19:33; 00244] Button down: False

[11:19:33; 00245] Button down: False

[11:19:34; 00247] Button down: False

[11:19:34; 00248] Button down: False

[11:19:34; 00249] Button down: True

[11:19:34; 00250] Button down: False

[11:19:34; 00251] Button down: False

[11:19:34; 00253] Button down: False

[11:19:34; 00254] Button down: False

[11:19:34; 00255] Button down: False

[11:19:34; 00256] Button down: False

[11:19:34; 00257] Button down: False

[11:19:34; 00259] Button down: False

[11:19:34; 00260] Button down: False

[11:19:34; 00261] Button down: False

[11:19:34; 00262] Button down: False

[11:19:34; 00263] Button down: False

[11:19:34; 00265] Button down: False

[11:19:34; 00266] Button down: False

[11:19:34; 00267] Button down: False

[11:19:34; 00268] Button down: False

[11:19:34; 00269] Button down: False

[11:19:34; 00271] Button down: False

[11:19:34; 00272] Button down: False

[11:19:34; 00273] Button down: False

[11:19:34; 00274] Button down: False

[11:19:34; 00276] Button down: False

[11:19:34; 00277] Button down: False

[11:19:34; 00278] Button down: False

[11:19:34; 00279] Button down: False

[11:19:34; 00280] Button down: False

[11:19:34; 00282] Button down: False

[11:19:34; 00283] Button down: False

[11:19:34; 00284] Button down: False

[11:19:34; 00285] Button down: False

[11:19:34; 00286] Button down: False

[11:19:34; 00288] Button down: False

[11:19:34; 00289] Button down: False

[11:19:34; 00290] Button down: False

[11:19:34; 00291] Button down: False

[11:19:34; 00292] Button down: False

[11:19:34; 00294] Button down: False

[11:19:34; 00295] Button down: False

[11:19:34; 00296] Button down: False

[11:19:34; 00297] Button down: False

